onset	duration	trial_type	correct	window1_response	window1_RT	window2_response	window2_RT	stim_file	calculated_response	calculated_accuracy	calculated_RT
1.0915	6.895	G_F	2.0	n/a	n/a	2.0	3.202	Gram/Gram_run-01/stereo_2MF57U2.wav	2.0	1	3.952
7.9964	7.175	G_F	2.0	n/a	n/a	2.0	3.321	Gram/Gram_run-01/stereo_1MF15U3.wav	2.0	1	4.071
15.1851	6.5070000000000014	G_G	1.0	n/a	n/a	1.0	3.2939999999999996	Gram/Gram_run-01/stereo_1MF11G2.wav	1.0	1	2.114
21.7065	6.505	G_C	1.0	n/a	n/a	1.0	0.192	Gram/Gram_run-01/CoM09d.wav	1.0	1	0.942
28.2123	6.9479999999999995	G_F	2.0	n/a	n/a	1.0	4.303	Gram/Gram_run-01/stereo_2MF68U4.wav	1.0	0	3.577
35.1675	5.541	G_P	2.0	n/a	n/a	1.0	3.205	Gram/Gram_run-01/stereo_1MP37U3.wav	1.0	0	2.17
40.7217	5.9479999999999995	G_G	1.0	n/a	n/a	1.0	4.22	Gram/Gram_run-01/stereo_2MF50G1.wav	1.0	1	2.125
46.6761	6.013	G_F	2.0	n/a	n/a	n/a	n/a	Gram/Gram_run-01/stereo_1MF05U1.wav	n/a	0	n/a
52.6972	7.87	G_C	1.0	n/a	n/a	1.0	0.07	Gram/Gram_run-01/CoM01l.wav	1.0	1	0.8200000000000001
60.5705	6.4979999999999976	G_G	1.0	n/a	n/a	1.0	4.434	Gram/Gram_run-01/stereo_1MF23G4.wav	1.0	1	2.253
67.0753	6.184	G_F	2.0	n/a	n/a	1.0	2.9960000000000004	Gram/Gram_run-01/stereo_2MF55U2.wav	1.0	0	3.7460000000000004
73.264	6.83	G_C	1.0	n/a	n/a	1.0	0.071	Gram/Gram_run-01/CoM10l.wav	1.0	1	0.821
80.1023	7.505	G_G	1.0	n/a	n/a	1.0	4.311	Gram/Gram_run-01/stereo_2MP96G4.wav	1.0	1	1.9160000000000004
87.6086	7.1370000000000005	G_G	1.0	n/a	n/a	1.0	5.005	Gram/Gram_run-01/stereo_1MP47G4.wav	1.0	1	2.5380000000000003
94.748	6.694	G_F	2.0	n/a	n/a	1.0	2.573	Gram/Gram_run-01/stereo_2MF61U3.wav	1.0	0	3.323
101.4529	5.39	G_C	1.0	1.0	0.636	1.0	1.368	Gram/Gram_run-01/CoM01d.wav	1.0	1	0.636
106.8569	6.5760000000000005	G_G	1.0	n/a	n/a	1.0	2.7960000000000003	Gram/Gram_run-01/stereo_1MP35G2.wav	1.0	1	1.7920000000000003
113.4451	5.3389999999999995	G_F	2.0	n/a	n/a	n/a	n/a	Gram/Gram_run-01/stereo_2MF69U4.wav	n/a	0	n/a
118.7989	7.94	G_C	1.0	n/a	n/a	1.0	0.198	Gram/Gram_run-01/CoM08l.wav	1.0	1	0.948
126.7476	6.006	G_P	2.0	n/a	n/a	1.0	3.7230000000000003	Gram/Gram_run-01/stereo_1MP26U1.wav	1.0	0	1.7469999999999999
132.7683	8.422	G_F	2.0	n/a	n/a	1.0	4.543	Gram/Gram_run-01/stereo_1MF06U1.wav	1.0	0	3.9479999999999995
141.1919	7.885	G_P	2.0	n/a	n/a	2.0	3.4360000000000004	Gram/Gram_run-01/stereo_2MP81U2.wav	2.0	1	2.551
149.082	6.1270000000000024	G_G	1.0	n/a	n/a	1.0	3.194	Gram/Gram_run-01/stereo_2MP83G2.wav	1.0	1	2.1340000000000003
155.2198	5.765	G_C	1.0	n/a	n/a	1.0	1.0659999999999998	Gram/Gram_run-01/CoM02b.wav	1.0	1	1.8159999999999998
160.9908	6.706	G_P	2.0	n/a	n/a	2.0	4.43	Gram/Gram_run-01/stereo_2MP93U4.wav	2.0	1	2.0300000000000002
167.7098	6.61	G_P	2.0	n/a	n/a	2.0	4.232	Gram/Gram_run-01/stereo_1MP28U1.wav	2.0	1	2.117000000000001
174.3313	6.63	G_C	1.0	n/a	n/a	1.0	0.239	Gram/Gram_run-01/CoM04b.wav	1.0	1	0.989
180.9695	5.665	G_P	2.0	n/a	n/a	2.0	4.271	Gram/Gram_run-01/stereo_1MP27U1.wav	2.0	1	2.269
186.6404	7.55	G_G	1.0	n/a	n/a	1.0	4.25	Gram/Gram_run-01/stereo_2MP77G1.wav	1.0	1	2.151
194.1961	6.51	G_C	1.0	n/a	n/a	1.0	0.42200000000000004	Gram/Gram_run-01/CoM03e.wav	1.0	1	1.172
200.7177	6.98	G_P	2.0	n/a	n/a	2.0	4.28	Gram/Gram_run-01/stereo_2MP92U4.wav	2.0	1	1.931
207.7062	7.047999999999999	G_G	1.0	n/a	n/a	1.0	3.5589999999999997	Gram/Gram_run-01/stereo_1MF12G2.wav	1.0	1	2.5250000000000004
214.7613	5.574	G_F	2.0	n/a	n/a	2.0	3.5069999999999997	Gram/Gram_run-01/stereo_1MF04U1.wav	2.0	1	2.919
220.3488	5.67	G_C	1.0	n/a	n/a	1.0	0.18	Gram/Gram_run-01/CoM07d.wav	1.0	1	0.9299999999999999
226.0205	6.6160000000000005	G_P	2.0	n/a	n/a	1.0	3.718	Gram/Gram_run-01/stereo_1MP39U3.wav	1.0	0	2.714
232.6421	5.695	G_P	2.0	n/a	n/a	2.0	2.955	Gram/Gram_run-01/stereo_2MP82U2.wav	2.0	1	2.0340000000000003
238.3464	6.6270000000000024	G_F	2.0	n/a	n/a	1.0	2.884	Gram/Gram_run-01/stereo_1MF13U3.wav	1.0	0	3.634
244.9846	7.145	G_C	1.0	n/a	n/a	1.0	0.024	Gram/Gram_run-01/CoM08e.wav	1.0	1	0.774
252.1398	6.805	G_G	1.0	n/a	n/a	1.0	3.803	Gram/Gram_run-01/stereo_1MP41G3.wav	1.0	1	2.497
