participant_id	run_name	quality_score
5003	sub-5003_ses-7_acq-D1S11_T1w	-0.95675470
5003	sub-5003_ses-7_acq-D1S2_T1w	0.67753520
5004	sub-5004_ses-7_acq-D1S2_T1w	-2.44419600
5005	sub-5005_ses-7_acq-D1S2_T1w	-0.32438490
5007	sub-5007_ses-7_acq-D1S11_T1w	-1.70806000
5007	sub-5007_ses-7_acq-D1S2_T1w	-1.26767500
5008	sub-5008_ses-7_acq-D1S11_T1w	1.77123900
5008	sub-5008_ses-7_acq-D1S2_T1w	2.08021800
5009	sub-5009_ses-7_acq-D1S2_T1w	0.49292990
5010	sub-5010_ses-7_acq-D1S11_T1w	-0.05278959
5010	sub-5010_ses-7_acq-D1S2_T1w	-4.90392500
5010	sub-5010_ses-7_acq-D2S13_T1w	0.72426410
5010	sub-5010_ses-7_acq-D2S2_T1w	-3.04471500
5011	sub-5011_ses-7_acq-D1S11_T1w	-1.10230100
5011	sub-5011_ses-7_acq-D1S2_T1w	-0.64900480
5015	sub-5015_ses-7_acq-D1S2_T1w	-2.49017000
5015	sub-5015_ses-7_acq-D1S3_T1w	-3.61053200
5018	sub-5018_ses-7_acq-D1S10_T1w	-0.94003010
5018	sub-5018_ses-7_acq-D1S17_T1w	-0.63072500
5018	sub-5018_ses-7_acq-D1S2_T1w	-0.83872060
5019	sub-5019_ses-7_acq-D1S2_T1w	-1.15054500
5020	sub-5020_ses-7_acq-D1S2_T1w	-2.83593900
5021	sub-5021_ses-7_acq-D1S2_T1w	-2.12098300
5022	sub-5022_ses-7_acq-D1S2_T1w	-0.79145820
5023	sub-5023_ses-7_acq-D1S2_T1w	-0.47434790
5024	sub-5024_ses-7_acq-D1S11_T1w	0.80125690
5024	sub-5024_ses-7_acq-D1S2_T1w	-0.31023350
5025	sub-5025_ses-7_acq-D1S11_T1w	-0.13090590
5025	sub-5025_ses-7_acq-D1S2_T1w	-5.66317900
5029	sub-5029_ses-7_acq-D1S2_T1w	3.26160200
5029	sub-5029_ses-7_acq-D2S2_T1w	-5.02601100
5031	sub-5031_ses-7_acq-D1S2_T1w	-0.50341650
5032	sub-5032_ses-7_acq-D1S2_T1w	0.61236920
5033	sub-5033_ses-7_acq-D1S13_T1w	-2.47938100
5033	sub-5033_ses-7_acq-D1S2_T1w	-1.46476700
5034	sub-5034_ses-7_acq-D1S15_T1w	-1.71347500
5034	sub-5034_ses-7_acq-D1S2_T1w	-2.15322400
5034	sub-5034_ses-7_acq-D1S8_T1w	-1.65468900
5035	sub-5035_ses-7_acq-D1S2_T1w	1.14920600
5036	sub-5036_ses-7_acq-D1S2_T1w	1.22477500
5036	sub-5036_ses-7_acq-D1S7_T1w	0.36435630
5040	sub-5040_ses-7_acq-D1S2_T1w	0.19437690
5042	sub-5042_ses-7_acq-D1S2_T1w	-1.83309500
5043	sub-5043_ses-7_acq-D1S2_T1w	-0.87248270
5044	sub-5044_ses-7_acq-D1S11_T1w	-2.21048200
5044	sub-5044_ses-7_acq-D1S2_T1w	-1.63609500
5045	sub-5045_ses-7_acq-D1S14_T1w	-1.30273600
5045	sub-5045_ses-7_acq-D1S2_T1w	0.79380770
5045	sub-5045_ses-7_acq-D1S7_T1w	-0.40664330
5046	sub-5046_ses-7_acq-D1S2_T1w	7.33809100
5047	sub-5047_ses-7_acq-D1S13_T1w	-2.83041800
5047	sub-5047_ses-7_acq-D1S2_T1w	-2.22978900
5048	sub-5048_ses-7_acq-D1S2_T1w	-1.92786300
5052	sub-5052_ses-7_acq-D1S17_T1w	-1.12209600
5052	sub-5052_ses-7_acq-D1S2_T1w	-2.29146400
5052	sub-5052_ses-7_acq-D2S2_T1w	0.74993240
5053	sub-5053_ses-7_acq-D1S11_T1w	-3.41148400
5053	sub-5053_ses-7_acq-D1S2_T1w	-2.14607800
5054	sub-5054_ses-7_acq-D1S2_T1w	-2.94101900
5055	sub-5055_ses-7_acq-D1S2_T1w	2.19234200
5056	sub-5056_ses-7_acq-D1S11_T1w	-0.13500660
5056	sub-5056_ses-7_acq-D1S2_T1w	1.43759400
