participant_id	run_name	quality_score
5002	sub-5002_ses-5_acq-D1S2_T1w	-0.57274110
5002	sub-5002_ses-5_acq-D1S7_T1w	0.62089300
5003	sub-5003_ses-5_acq-D1S3_T1w	-1.95773200
5004	sub-5004_ses-5_acq-D1S2_T1w	1.24933400
5006	sub-5006_ses-5_acq-D1S2_T1w	1.67393400
5007	sub-5007_ses-5_acq-D1S2_T1w	-2.21421300
5007	sub-5007_ses-5_acq-D1S7_T1w	-1.63436500
5008	sub-5008_ses-5_acq-D1S2_T1w	0.20739380
5009	sub-5009_ses-5_acq-D1S2_T1w	0.44091710
5010	sub-5010_ses-5_acq-D1S2_T1w	-0.35839850
5013	sub-5013_ses-5_acq-D1S17_T1w	1.06062500
5013	sub-5013_ses-5_acq-D1S2_T1w	3.12634900
5015	sub-5015_ses-5_acq-D1S2_T1w	0.15627020
5017	sub-5017_ses-5_acq-D1S11_T1w	0.54016900
5017	sub-5017_ses-5_acq-D1S2_T1w	-0.36383020
5021	sub-5021_ses-5_acq-D1S3_T1w	-1.89217700
5023	sub-5023_ses-5_acq-D1S2_T1w	-0.76916560
5024	sub-5024_ses-5_acq-D1S2_T1w	0.76306140
5025	sub-5025_ses-5_acq-D1S3_T1w	1.46428200
5028	sub-5028_ses-5_acq-D1S2_T1w	0.94133900
5029	sub-5029_ses-5_acq-D1S2_T1w	-6.27707200
5030	sub-5030_ses-5_acq-D1S2_T1w	0.46602370
5031	sub-5031_ses-5_acq-D1S2_T1w	-0.24227700
5032	sub-5032_ses-5_acq-D1S12_T1w	1.69128300
5032	sub-5032_ses-5_acq-D1S2_T1w	1.35116200
5034	sub-5034_ses-5_acq-D1S2_T1w	0.89502050
5036	sub-5036_ses-5_acq-D1S2_T1w	1.88591800
5037	sub-5037_ses-5_acq-D1S11_T1w	1.19974500
5037	sub-5037_ses-5_acq-D1S2_T1w	-0.17985260
5039	sub-5039_ses-5_acq-D1S2_T1w	-1.45654800
5040	sub-5040_ses-5_acq-D1S11_T1w	-0.24087840
5040	sub-5040_ses-5_acq-D1S2_T1w	1.23684700
5043	sub-5043_ses-5_acq-D1S2_T1w	-1.11076000
5043	sub-5043_ses-5_acq-D1S3_T1w	-0.98798380
5045	sub-5045_ses-5_acq-D1S2_T1w	-0.77422060
5046	sub-5046_ses-5_acq-D1S2_T1w	4.75655700
5047	sub-5047_ses-5_acq-D1S15_T1w	-2.86032200
5047	sub-5047_ses-5_acq-D1S2_T1w	-0.40650580
5049	sub-5049_ses-5_acq-D1S15_T1w	0.08240941
5049	sub-5049_ses-5_acq-D1S2_T1w	-5.87775400
5051	sub-5051_ses-5_acq-D1S2_T1w	-4.90951500
5052	sub-5052_ses-5_acq-D1S2_T1w	0.39855440
5054	sub-5054_ses-5_acq-D1S2_T1w	1.27529400
5055	sub-5055_ses-5_acq-D1S2_T1w	3.37556900
5058	sub-5058_ses-5_acq-D1S15_T1w	-1.90270800
5058	sub-5058_ses-5_acq-D1S2_T1w	-2.11601200
5058	sub-5058_ses-5_acq-D2S2_T1w	-5.15035100
5060	sub-5060_ses-5_acq-D1S2_T1w	-0.46763390
5061	sub-5061_ses-5_acq-D1S2_T1w	-2.16451200
5065	sub-5065_ses-5_acq-D1S16_T1w	-0.63594010
5065	sub-5065_ses-5_acq-D1S2_T1w	-1.19389100
5069	sub-5069_ses-5_acq-D1S2_T1w	1.66001100
5069	sub-5069_ses-5_acq-D1S3_T1w	1.01726200
5070	sub-5070_ses-5_acq-D1S12_T1w	1.29366600
5070	sub-5070_ses-5_acq-D1S3_T1w	0.20315610
5070	sub-5070_ses-5_acq-D2S14_T1w	4.43442300
5071	sub-5071_ses-5_acq-D1S2_T1w	-1.84371300
5071	sub-5071_ses-5_acq-D2S10_T1w	-6.87408900
5074	sub-5074_ses-5_acq-D1S2_T1w	-2.97926600
5075	sub-5075_ses-5_acq-D1S3_T1w	-0.38806770
5075	sub-5075_ses-5_acq-D1S4_T1w	-0.95454000
5077	sub-5077_ses-5_acq-D1S2_T1w	-1.49198700
5078	sub-5078_ses-5_acq-D1S2_T1w	1.88611900
5085	sub-5085_ses-5_acq-D1S1_T1w	1.22378100
5085	sub-5085_ses-5_acq-D1S2_T1w	0.41118410
5085	sub-5085_ses-5_acq-D1S3_T1w	0.19640040
5087	sub-5087_ses-5_acq-D1S2_T1w	-4.22653300
5090	sub-5090_ses-5_acq-D1S2_T1w	-1.79018400
5091	sub-5091_ses-5_acq-D1S2_T1w	-2.28150500
5091	sub-5091_ses-5_acq-D3S2_T1w	1.64821800
5094	sub-5094_ses-5_acq-D1S16_T1w	-1.91111800
5094	sub-5094_ses-5_acq-D1S2_T1w	-0.90305960
5095	sub-5095_ses-5_acq-D1S11_T1w	-3.94606600
5095	sub-5095_ses-5_acq-D1S2_T1w	-3.75159100
5099	sub-5099_ses-5_acq-D1S16_T1w	-2.53683700
5099	sub-5099_ses-5_acq-D1S2_T1w	-1.38109200
5099	sub-5099_ses-5_acq-D1S7_T1w	-2.41505800
5099	sub-5099_ses-5_acq-D2S14_T1w	-2.73109600
5099	sub-5099_ses-5_acq-D2S2_T1w	-2.39294400
5100	sub-5100_ses-5_acq-D1S11_T1w	-1.10015600
5100	sub-5100_ses-5_acq-D1S2_T1w	-1.77801400
5100	sub-5100_ses-5_acq-D2S2_T1w	3.67522100
5102	sub-5102_ses-5_acq-D1S2_T1w	2.65219100
5103	sub-5103_ses-5_acq-D1S2_T1w	0.33143080
5104	sub-5104_ses-5_acq-D1S12_T1w	2.38641600
5104	sub-5104_ses-5_acq-D1S3_T1w	1.86224800
5104	sub-5104_ses-5_acq-D2S2_T1w	-2.07636900
5105	sub-5105_ses-5_acq-D1S2_T1w	1.89196500
5108	sub-5108_ses-5_acq-D1S14_T1w	-0.03994913
5108	sub-5108_ses-5_acq-D1S2_T1w	-0.01180062
5109	sub-5109_ses-5_acq-D1S15_T1w	-2.03397900
5109	sub-5109_ses-5_acq-D1S2_T1w	-1.73620400
5117	sub-5117_ses-5_acq-D1S2_T1w	-3.95842400
5117	sub-5117_ses-5_acq-D1S7_T1w	-2.53570300
5118	sub-5118_ses-5_acq-D1S2_T1w	-0.26538850
5120	sub-5120_ses-5_acq-D1S2_T1w	1.61857600
5121	sub-5121_ses-5_acq-D1S11_T1w	-0.52930890
5121	sub-5121_ses-5_acq-D1S2_T1w	-1.77686000
5122	sub-5122_ses-5_acq-D1S2_T1w	-1.28732800
5123	sub-5123_ses-5_acq-D1S3_T1w	-1.55612000
5123	sub-5123_ses-5_acq-D2S2_T1w	-0.87784610
5123	sub-5123_ses-5_acq-D3S2_T1w	-2.72204700
5125	sub-5125_ses-5_acq-D1S12_T1w	-1.53464400
5125	sub-5125_ses-5_acq-D2S14_T1w	1.64658600
5125	sub-5125_ses-5_acq-D3S2_T1w	-2.31245300
5126	sub-5126_ses-5_acq-D1S2_T1w	-2.75434200
5126	sub-5126_ses-5_acq-D1S9_T1w	-2.84872600
5136	sub-5136_ses-5_acq-D1S2_T1w	-0.29188390
5137	sub-5137_ses-5_acq-D1S2_T1w	0.10355940
5137	sub-5137_ses-5_acq-D1S3_T1w	0.26946490
5138	sub-5138_ses-5_acq-D1S2_T1w	-6.28965000
5138	sub-5138_ses-5_acq-D1S8_T1w	-2.24917200
5139	sub-5139_ses-5_acq-D1S28_T1w	-0.54494570
5139	sub-5139_ses-5_acq-D1S2_T1w	-1.65255600
5140	sub-5140_ses-5_acq-D1S2_T1w	-1.41860100
5140	sub-5140_ses-5_acq-D2S2_T1w	-2.72522900
5140	sub-5140_ses-5_acq-D2S6_T1w	-3.25390500
5141	sub-5141_ses-5_acq-D1S17_T1w	0.43714160
5141	sub-5141_ses-5_acq-D1S2_T1w	-0.17780060
5141	sub-5141_ses-5_acq-D2S10_T1w	0.07828747
5141	sub-5141_ses-5_acq-D2S2_T1w	1.49210300
5143	sub-5143_ses-5_acq-D1S2_T1w	3.42658500
5144	sub-5144_ses-5_acq-D1S3_T1w	-4.52080400
5148	sub-5148_ses-5_acq-D1S10_T1w	1.91892100
5148	sub-5148_ses-5_acq-D1S2_T1w	2.66183500
5149	sub-5149_ses-5_acq-D1S2_T1w	0.64800000
5150	sub-5150_ses-5_acq-D1S2_T1w	-2.55734200
5153	sub-5153_ses-5_acq-D1S2_T1w	-3.91600200
5154	sub-5154_ses-5_acq-D1S11_T1w	-4.48816400
5154	sub-5154_ses-5_acq-D1S2_T1w	-5.77414000
5157	sub-5157_ses-5_acq-D1S2_T1w	-1.82713700
5159	sub-5159_ses-5_acq-D1S2_T1w	-0.86221830
5159	sub-5159_ses-5_acq-D1S38_T1w	-1.83094600
5160	sub-5160_ses-5_acq-D1S2_T1w	2.56657400
5161	sub-5161_ses-5_acq-D1S2_T1w	-1.19559200
5161	sub-5161_ses-5_acq-D3S2_T1w	-0.96300200
5162	sub-5162_ses-5_acq-D1S2_T1w	0.10304700
5163	sub-5163_ses-5_acq-D1S2_T1w	-0.94594310
5163	sub-5163_ses-5_acq-D1S3_T1w	-0.22716620
5163	sub-5163_ses-5_acq-D2S13_T1w	-0.23188050
5164	sub-5164_ses-5_acq-D1S2_T1w	-0.16429630
5165	sub-5165_ses-5_acq-D1S2_T1w	-1.82805900
5165	sub-5165_ses-5_acq-D1S4_T1w	-2.36525700
5165	sub-5165_ses-5_acq-D1S9_T1w	-2.33746200
5165	sub-5165_ses-5_acq-D2S2_T1w	-1.70104100
5165	sub-5165_ses-5_acq-D2S7_T1w	-2.28940000
5166	sub-5166_ses-5_acq-D1S11_T1w	-0.98808370
5166	sub-5166_ses-5_acq-D1S2_T1w	-3.33862600
5166	sub-5166_ses-5_acq-D2S2_T1w	-1.08308000
5167	sub-5167_ses-5_acq-D1S2_T1w	3.49028700
5167	sub-5167_ses-5_acq-D2S2_T1w	-2.66149300
5169	sub-5169_ses-5_acq-D1S2_T1w	-3.57348300
5169	sub-5169_ses-5_acq-D2S2_T1w	-1.58318800
5171	sub-5171_ses-5_acq-D1S2_T1w	1.82024200
5172	sub-5172_ses-5_acq-D1S2_T1w	-0.04566588
5172	sub-5172_ses-5_acq-D2S2_T1w	-0.14458720
5177	sub-5177_ses-5_acq-D1S2_T1w	-0.34610210
5177	sub-5177_ses-5_acq-D2S2_T1w	-0.36485740
5179	sub-5179_ses-5_acq-D1S2_T1w	-2.55438600
5179	sub-5179_ses-5_acq-D2S17_T1w	0.19779640
5182	sub-5182_ses-5_acq-D1S2_T1w	1.22887300
5183	sub-5183_ses-5_acq-D1S2_T1w	-5.80526800
5185	sub-5185_ses-5_acq-D1S2_T1w	-1.70048600
5186	sub-5186_ses-5_acq-D1S13_T1w	-6.36442600
5186	sub-5186_ses-5_acq-D1S2_T1w	-0.55181060
5188	sub-5188_ses-5_acq-D1S2_T1w	0.06790730
5188	sub-5188_ses-5_acq-D1S3_T1w	0.34784720
5188	sub-5188_ses-5_acq-D2S2_T1w	-1.36769500
5189	sub-5189_ses-5_acq-D1S13_T1w	-2.01902400
5189	sub-5189_ses-5_acq-D1S2_T1w	-0.38403430
5189	sub-5189_ses-5_acq-D2S2_T1w	-3.02014800
5190	sub-5190_ses-5_acq-D1S2_T1w	2.99798100
5192	sub-5192_ses-5_acq-D1S2_T1w	-0.29961260
5193	sub-5193_ses-5_acq-D1S2_T1w	-1.22178400
5194	sub-5194_ses-5_acq-D1S2_T1w	-8.01829600
5198	sub-5198_ses-5_acq-D1S2_T1w	-4.77963600
5199	sub-5199_ses-5_acq-D1S11_T1w	-1.10510400
5199	sub-5199_ses-5_acq-D1S2_T1w	-2.07829200
5205	sub-5205_ses-5_acq-D1S2_T1w	-0.59525160
5205	sub-5205_ses-5_acq-D1S8_T1w	-0.91096020
5207	sub-5207_ses-5_acq-D1S2_T1w	-0.52136110
5207	sub-5207_ses-5_acq-D1S9_T1w	3.67131800
5215	sub-5215_ses-5_acq-D1S2_T1w	0.83303490
5218	sub-5218_ses-5_acq-D1S2_T1w	0.84167030
5220	sub-5220_ses-5_acq-D1S2_T1w	1.61709700
5224	sub-5224_ses-5_acq-D1S14_T1w	1.94485100
5224	sub-5224_ses-5_acq-D1S2_T1w	1.85263700
5237	sub-5237_ses-5_acq-D1S19_T1w	2.85133000
5237	sub-5237_ses-5_acq-D1S2_T1w	1.22946500
5242	sub-5242_ses-5_acq-D1S2_T1w	-1.14404900
5244	sub-5244_ses-5_acq-D1S2_T1w	-0.52450940
5247	sub-5247_ses-5_acq-D1S2_T1w	0.92709780
5256	sub-5256_ses-5_acq-D1S2_T1w	-0.14641960
5259	sub-5259_ses-5_acq-D1S2_T1w	-0.72783730
5267	sub-5267_ses-5_acq-D1S2_T1w	-2.15010300
5267	sub-5267_ses-5_acq-D2S9_T1w	-1.24223800
5270	sub-5270_ses-5_acq-D1S2_T1w	-2.23782900
5270	sub-5270_ses-5_acq-D1S9_T1w	-3.39094200
5272	sub-5272_ses-5_acq-D1S2_T1w	1.55033400
5272	sub-5272_ses-5_acq-D1S3_T1w	-0.64179580
5274	sub-5274_ses-5_acq-D1S2_T1w	-2.15201800
5280	sub-5280_ses-5_acq-D1S2_T1w	-2.69648000
5280	sub-5280_ses-5_acq-D1S7_T1w	-3.03903700
