participant_id	run_name	quality_score
5290	sub-5290_ses-9_acq-D1S13_T1w	-0.88386480
5290	sub-5290_ses-9_acq-D1S2_T1w	-0.55920600
5307	sub-5307_ses-9_acq-D1S2_T1w	2.60679100
5308	sub-5308_ses-9_acq-D1S13_T1w	0.69619790
5308	sub-5308_ses-9_acq-D1S2_T1w	-0.60120370
5312	sub-5312_ses-9_acq-D1S2_T1w	3.53571000
5317	sub-5317_ses-9_acq-D1S12_T1w	1.91435500
5317	sub-5317_ses-9_acq-D1S2_T1w	2.78620000
5317	sub-5317_ses-9_acq-D1S3_T1w	2.70633700
5317	sub-5317_ses-9_acq-D2S14_T1w	2.48154100
5317	sub-5317_ses-9_acq-D2S2_T1w	2.42983900
5317	sub-5317_ses-9_acq-D2S3_T1w	2.21493200
5334	sub-5334_ses-9_acq-D1S2_T1w	0.52244030
5357	sub-5357_ses-9_acq-D1S2_T1w	1.16115000
5365	sub-5365_ses-9_acq-D1S2_T1w	-1.53820600
5367	sub-5367_ses-9_acq-D1S2_T1w	2.60684000
5369	sub-5369_ses-9_acq-D1S15_T1w	1.87046000
5369	sub-5369_ses-9_acq-D1S2_T1w	1.90443800
5370	sub-5370_ses-9_acq-D1S11_T1w	-5.73328800
5370	sub-5370_ses-9_acq-D1S2_T1w	2.61948500
5370	sub-5370_ses-9_acq-D2S10_T1w	-10.01375000
5372	sub-5372_ses-9_acq-D1S14_T1w	1.87237700
5372	sub-5372_ses-9_acq-D1S2_T1w	-5.02457700
5372	sub-5372_ses-9_acq-D1S3_T1w	-0.82561910
5374	sub-5374_ses-9_acq-D1S2_T1w	0.01116263
5379	sub-5379_ses-9_acq-D1S2_T1w	1.77225200
5379	sub-5379_ses-9_acq-D2S16_T1w	7.38032000
5379	sub-5379_ses-9_acq-D2S2_T1w	3.93782700
5388	sub-5388_ses-9_acq-D1S2_T1w	2.01745500
5388	sub-5388_ses-9_acq-D1S3_T1w	-1.04927300
5389	sub-5389_ses-9_acq-D1S2_T1w	2.29974100
5393	sub-5393_ses-9_acq-D1S13_T1w	1.06807000
5393	sub-5393_ses-9_acq-D1S2_T1w	0.62230750
5400	sub-5400_ses-9_acq-D1S2_T1w	3.37359000
5404	sub-5404_ses-9_acq-D1S11_T1w	3.46442100
5404	sub-5404_ses-9_acq-D1S2_T1w	3.24495100
5406	sub-5406_ses-9_acq-D1S2_T1w	0.32113410
5409	sub-5409_ses-9_acq-D1S2_T1w	2.84543900
5414	sub-5414_ses-9_acq-D1S2_T1w	2.87291300
5430	sub-5430_ses-9_acq-D1S2_T1w	3.25023300
5430	sub-5430_ses-9_acq-D1S3_T1w	3.83690700
5435	sub-5435_ses-9_acq-D1S2_T1w	-0.19153540
5445	sub-5445_ses-9_acq-D1S2_T1w	5.57993100
5447	sub-5447_ses-9_acq-D1S11_T1w	-0.94409690
5447	sub-5447_ses-9_acq-D1S2_T1w	-1.14729000
5460	sub-5460_ses-9_acq-D1S2_T1w	-0.35881610
5476	sub-5476_ses-9_acq-D1S2_T1w	0.89449660
5480	sub-5480_ses-9_acq-D1S2_T1w	-8.81394600
5480	sub-5480_ses-9_acq-D1S3_T1w	8.83220900
