onset	duration	trial_type	correct	window1_response	window1_RT	window2_response	window2_RT	stim_file	calculated_response	calculated_accuracy	calculated_RT
1.101	3.4539999999999997	P_R	1.0	n/a	n/a	n/a	n/a	Phon/Phon_run-01/stereo_PR01.wav	1.0	1	2.5809999999999995
4.57	3.767	P_O	1.0	1.0	0.127	1.0	1.38	Phon/Phon_run-01/PC018.wav	1.0	1	1.13
8.34	3.391	P_O	1.0	n/a	n/a	2.0	1.7009999999999998	Phon/Phon_run-01/PC009.wav	2.0	0	1.4509999999999998
11.742	4.374	P_C	1.0	n/a	n/a	1.0	0.27399999999999997	Phon/Phon_run-01/ContS11.wav	1.0	1	1.024
16.129	3.345	P_U	2.0	n/a	n/a	2.0	1.391	Phon/Phon_run-01/PM002.wav	2.0	1	1.141
19.482	4.4510000000000005	P_C	1.0	n/a	n/a	1.0	0.215	Phon/Phon_run-01/ContS21.wav	1.0	1	0.965
23.935	4.382	P_O	1.0	n/a	n/a	2.0	1.5619999999999998	Phon/Phon_run-01/PC005.wav	2.0	0	1.3119999999999998
28.322	3.3	P_U	2.0	n/a	n/a	n/a	n/a	Phon/Phon_run-01/stereo_PU26.wav	n/a	0	n/a
31.624000000000002	4.324	P_C	1.0	n/a	n/a	1.0	0.425	Phon/Phon_run-01/ContS03.wav	1.0	1	1.175
35.961	4.378	P_R	1.0	n/a	n/a	2.0	1.882	Phon/Phon_run-01/stereo_PR29.wav	2.0	0	1.632
40.348	3.4810000000000003	P_U	2.0	n/a	n/a	2.0	1.524	Phon/Phon_run-01/PM020.wav	2.0	1	1.274
43.833999999999996	4.393	P_O	1.0	n/a	n/a	2.0	2.061	Phon/Phon_run-01/PC027.wav	2.0	0	1.811
48.23699999999999	4.4	P_R	1.0	n/a	n/a	1.0	1.364	Phon/Phon_run-01/stereo_PR11.wav	1.0	1	1.114
52.64	3.884	P_C	1.0	n/a	n/a	1.0	0.158	Phon/Phon_run-01/ContS05.wav	1.0	1	0.908
