onset	duration	trial_type	correct	window1_response	window1_RT	window2_response	window2_RT	stim_file	calculated_response	calculated_accuracy	calculated_RT
1.101	4.2010000000000005	S_U	2.0	n/a	n/a	2.0	1.172	Sem/Sem_run-02/stereo_1SU33A0.wav	2.0	1	0.9219999999999999
5.303999999999999	3.486	S_U	2.0	n/a	n/a	2.0	2.157	Sem/Sem_run-02/stereo_2SU85A0.wav	2.0	1	1.907
8.79	3.8539999999999996	S_H	1.0	n/a	n/a	2.0	1.482	Sem/Sem_run-02/stereo_2SH50A0.wav	2.0	0	1.232
12.66	3.454	S_C	1.0	n/a	n/a	1.0	0.033	Sem/Sem_run-02/ContS08.wav	1.0	1	0.783
16.129	4.33	S_H	1.0	n/a	n/a	1.0	1.57	Sem/Sem_run-02/stereo_1SH10A0.wav	1.0	1	1.32
20.466	3.872	S_L	1.0	n/a	n/a	1.0	1.558	Sem/Sem_run-02/stereo_2SL61A0.wav	1.0	1	1.308
24.352	3.885	S_L	1.0	n/a	n/a	1.0	1.712	Sem/Sem_run-02/stereo_1SL23A0.wav	1.0	1	1.462
28.238000000000003	4.2	S_U	2.0	n/a	n/a	2.0	2.25	Sem/Sem_run-02/stereo_1SU42A0.wav	2.0	1	2.0
32.442	3.321	S_L	1.0	n/a	n/a	1.0	2.015	Sem/Sem_run-02/stereo_1SL16A0.wav	1.0	1	1.7650000000000001
35.778	3.59	S_C	1.0	n/a	n/a	1.0	0.23600000000000002	Sem/Sem_run-02/ContS26.wav	1.0	1	0.986
39.38	4.4	S_H	1.0	n/a	n/a	1.0	2.287	Sem/Sem_run-02/stereo_2SH60A0.wav	1.0	1	2.037
43.784	4.311	S_L	1.0	n/a	n/a	2.0	3.075	Sem/Sem_run-02/stereo_2SL75A0.wav	2.0	0	2.825
48.104	3.912	S_H	1.0	n/a	n/a	1.0	2.536	Sem/Sem_run-02/stereo_2SH59A0.wav	1.0	1	2.286
52.023	4.4	S_U	2.0	n/a	n/a	2.0	1.838	Sem/Sem_run-02/stereo_2SU84A0.wav	2.0	1	1.588
56.427	3.4210000000000003	S_U	2.0	n/a	n/a	2.0	1.915	Sem/Sem_run-02/stereo_1SU43A0.wav	2.0	1	1.665
59.862	3.8539999999999996	S_C	1.0	n/a	n/a	1.0	0.316	Sem/Sem_run-02/ContS02.wav	1.0	1	1.066
63.732	4.37	S_L	1.0	n/a	n/a	1.0	2.187	Sem/Sem_run-02/stereo_1SL19A0.wav	1.0	1	1.9369999999999998
68.102	3.862	S_L	1.0	n/a	n/a	n/a	n/a	Sem/Sem_run-02/stereo_1SL18A0.wav	n/a	0	n/a
71.972	4.462	S_C	1.0	n/a	n/a	1.0	0.142	Sem/Sem_run-02/ContS22.wav	1.0	1	0.892
76.442	3.406	S_L	1.0	n/a	n/a	1.0	1.5719999999999998	Sem/Sem_run-02/stereo_1SL21A0.wav	1.0	1	1.3219999999999998
79.861	3.355	S_U	2.0	n/a	n/a	2.0	1.641	Sem/Sem_run-02/stereo_1SU36A0.wav	2.0	1	1.391
83.23	4.324	S_C	1.0	1.0	0.7	1.0	0.988	Sem/Sem_run-02/ContS04.wav	1.0	1	0.7
87.56700000000002	4.253	S_L	1.0	n/a	n/a	1.0	2.184	Sem/Sem_run-02/stereo_1SL24A0.wav	1.0	1	1.9340000000000002
91.82	3.839	S_L	1.0	n/a	n/a	1.0	2.307	Sem/Sem_run-02/stereo_2SL70A0.wav	1.0	1	2.057
95.673	4.395	S_C	1.0	n/a	n/a	1.0	0.303	Sem/Sem_run-02/ContS14.wav	1.0	1	1.053
100.076	3.8739999999999997	S_H	1.0	n/a	n/a	n/a	n/a	Sem/Sem_run-02/stereo_1SH09A0.wav	1.0	1	2.9079999999999995
103.963	3.75	S_U	2.0	1.0	0.034	2.0	1.296	Sem/Sem_run-02/stereo_1SU32A0.wav	2.0	1	1.046
