participant_id	WJ-III_WordID_Raw	WJ-III_WordID_StS	WJ-III_PassComp_Raw	WJ-III_PassComp_StS	WJ-III_ReadFluency_Raw	WJ-III_ReadFluency_StS
sub-5046	22	112	n/a	n/a	n/a	n/a
sub-5047	36	144	n/a	n/a	n/a	n/a
sub-5048	28	123	n/a	n/a	n/a	n/a
sub-5049	20	112	n/a	n/a	n/a	n/a
sub-5051	22	115	n/a	n/a	n/a	n/a
sub-5052	24	121	n/a	n/a	n/a	n/a
sub-5053	17	102	n/a	n/a	n/a	n/a
sub-5054	54	164	n/a	n/a	n/a	n/a
sub-5055	17	108	n/a	n/a	n/a	n/a
sub-5056	n/a	n/a	n/a	n/a	n/a	n/a
sub-5057	28	121	n/a	n/a	n/a	n/a
sub-5058	25	118	n/a	n/a	n/a	n/a
sub-5059	17	104	n/a	n/a	n/a	n/a
sub-5060	n/a	n/a	n/a	n/a	n/a	n/a
sub-5061	49	157	n/a	n/a	n/a	n/a
sub-5063	34	136	n/a	n/a	n/a	n/a
sub-5065	23	118	n/a	n/a	n/a	n/a
sub-5069	57	162	n/a	n/a	n/a	n/a
sub-5070	28	123	n/a	n/a	n/a	n/a
sub-5071	30	125	n/a	n/a	n/a	n/a
sub-5074	22	118	n/a	n/a	n/a	n/a
sub-5075	39	163	n/a	n/a	n/a	n/a
sub-5077	37	136	n/a	n/a	n/a	n/a
sub-5078	37	136	n/a	n/a	n/a	n/a
sub-5079	n/a	n/a	n/a	n/a	n/a	n/a
sub-5080	17	105	n/a	n/a	n/a	n/a
sub-5085	9	87	n/a	n/a	n/a	n/a
sub-5086	31	128	n/a	n/a	n/a	n/a
sub-5087	28	125	n/a	n/a	n/a	n/a
sub-5090	17	107	n/a	n/a	n/a	n/a
sub-5091	41	150	n/a	n/a	n/a	n/a
sub-5094	40	140	n/a	n/a	n/a	n/a
sub-5095	19	106	n/a	n/a	n/a	n/a
sub-5099	24	123	n/a	n/a	n/a	n/a
sub-5100	12	97	n/a	n/a	n/a	n/a
sub-5102	18	109	n/a	n/a	n/a	n/a
sub-5103	12	97	n/a	n/a	n/a	n/a
sub-5104	25	117	n/a	n/a	n/a	n/a
sub-5105	12	94	n/a	n/a	n/a	n/a
sub-5108	12	104	n/a	n/a	n/a	n/a
sub-5109	21	111	n/a	n/a	n/a	n/a
sub-5110	15	104	n/a	n/a	n/a	n/a
sub-5111	24	103	n/a	n/a	n/a	n/a
sub-5117	17	108	n/a	n/a	n/a	n/a
sub-5118	14	100	n/a	n/a	n/a	n/a
sub-5120	13	101	n/a	n/a	n/a	n/a
sub-5121	22	118	n/a	n/a	n/a	n/a
sub-5122	24	121	n/a	n/a	n/a	n/a
sub-5123	22	119	n/a	n/a	n/a	n/a
sub-5125	37	144	n/a	n/a	n/a	n/a
sub-5126	23	121	n/a	n/a	n/a	n/a
sub-5136	29	128	n/a	n/a	n/a	n/a
sub-5137	n/a	n/a	n/a	n/a	n/a	n/a
sub-5138	26	125	n/a	n/a	n/a	n/a
sub-5139	20	111	n/a	n/a	n/a	n/a
sub-5140	53	162	n/a	n/a	n/a	n/a
sub-5141	21	114	n/a	n/a	n/a	n/a
sub-5143	19	111	n/a	n/a	n/a	n/a
sub-5144	21	111	n/a	n/a	n/a	n/a
sub-5147	n/a	n/a	n/a	n/a	n/a	n/a
sub-5148	23	121	n/a	n/a	n/a	n/a
sub-5149	27	120	n/a	n/a	n/a	n/a
sub-5150	31	130	n/a	n/a	n/a	n/a
sub-5151	n/a	n/a	n/a	n/a	n/a	n/a
sub-5153	33	133	n/a	n/a	n/a	n/a
sub-5154	31	131	n/a	n/a	n/a	n/a
sub-5157	22	118	n/a	n/a	n/a	n/a
sub-5158	n/a	n/a	n/a	n/a	n/a	n/a
sub-5159	22	112	n/a	n/a	n/a	n/a
sub-5160	28	126	n/a	n/a	n/a	n/a
sub-5161	25	121	n/a	n/a	n/a	n/a
sub-5162	13	98	n/a	n/a	n/a	n/a
sub-5163	23	118	n/a	n/a	n/a	n/a
sub-5164	15	102	n/a	n/a	n/a	n/a
sub-5165	18	107	n/a	n/a	n/a	n/a
sub-5166	18	107	n/a	n/a	n/a	n/a
sub-5167	43	137	n/a	n/a	n/a	n/a
sub-5169	23	116	n/a	n/a	n/a	n/a
sub-5171	33	136	n/a	n/a	n/a	n/a
sub-5172	16	107	n/a	n/a	n/a	n/a
sub-5173	n/a	n/a	n/a	n/a	n/a	n/a
sub-5177	17	108	n/a	n/a	n/a	n/a
sub-5179	38	142	n/a	n/a	n/a	n/a
sub-5182	18	104	n/a	n/a	n/a	n/a
sub-5183	24	117	n/a	n/a	n/a	n/a
sub-5185	35	134	n/a	n/a	n/a	n/a
sub-5186	23	118	n/a	n/a	n/a	n/a
sub-5187	18	106	n/a	n/a	n/a	n/a
sub-5188	23	116	n/a	n/a	n/a	n/a
sub-5189	17	105	n/a	n/a	n/a	n/a
sub-5190	33	131	n/a	n/a	n/a	n/a
sub-5192	22	113	n/a	n/a	n/a	n/a
sub-5193	13	96	n/a	n/a	n/a	n/a
sub-5194	31	128	n/a	n/a	n/a	n/a
sub-5198	47	155	n/a	n/a	n/a	n/a
sub-5199	23	113	n/a	n/a	n/a	n/a
sub-5200	n/a	n/a	n/a	n/a	n/a	n/a
sub-5201	n/a	n/a	n/a	n/a	n/a	n/a
sub-5204	n/a	n/a	n/a	n/a	n/a	n/a
sub-5205	37	134	n/a	n/a	n/a	n/a
sub-5207	26	120	n/a	n/a	n/a	n/a
sub-5211	n/a	n/a	n/a	n/a	n/a	n/a
sub-5213	n/a	n/a	n/a	n/a	n/a	n/a
sub-5215	39	139	n/a	n/a	n/a	n/a
sub-5216	n/a	n/a	n/a	n/a	n/a	n/a
sub-5217	n/a	n/a	n/a	n/a	n/a	n/a
sub-5218	14	101	n/a	n/a	n/a	n/a
sub-5220	16	102	n/a	n/a	n/a	n/a
sub-5222	28	118	n/a	n/a	n/a	n/a
sub-5223	n/a	n/a	n/a	n/a	n/a	n/a
sub-5224	13	99	n/a	n/a	n/a	n/a
sub-5226	n/a	n/a	n/a	n/a	n/a	n/a
sub-5227	n/a	n/a	n/a	n/a	n/a	n/a
sub-5229	n/a	n/a	n/a	n/a	n/a	n/a
sub-5231	n/a	n/a	n/a	n/a	n/a	n/a
sub-5233	n/a	n/a	n/a	n/a	n/a	n/a
sub-5237	20	105	n/a	n/a	n/a	n/a
sub-5242	26	113	n/a	n/a	n/a	n/a
sub-5244	16	97	n/a	n/a	n/a	n/a
sub-5246	n/a	n/a	n/a	n/a	n/a	n/a
sub-5247	17	98	n/a	n/a	n/a	n/a
sub-5250	n/a	n/a	n/a	n/a	n/a	n/a
sub-5252	n/a	n/a	n/a	n/a	n/a	n/a
sub-5255	n/a	n/a	n/a	n/a	n/a	n/a
sub-5256	50	150	n/a	n/a	n/a	n/a
sub-5258	n/a	n/a	n/a	n/a	n/a	n/a
sub-5259	38	139	n/a	n/a	n/a	n/a
sub-5260	n/a	n/a	n/a	n/a	n/a	n/a
sub-5262	n/a	n/a	n/a	n/a	n/a	n/a
sub-5267	31	128	n/a	n/a	n/a	n/a
sub-5270	38	137	n/a	n/a	n/a	n/a
sub-5272	18	103	n/a	n/a	n/a	n/a
sub-5274	43	143	n/a	n/a	n/a	n/a
sub-5280	51	151	n/a	n/a	n/a	n/a
sub-5282	27	118	n/a	n/a	n/a	n/a
sub-5286	23	119	n/a	n/a	n/a	n/a
sub-5287	33	121	n/a	n/a	n/a	n/a
sub-5289	29	113	n/a	n/a	n/a	n/a
sub-5290	n/a	n/a	n/a	n/a	n/a	n/a
sub-5295	n/a	n/a	n/a	n/a	n/a	n/a
sub-5300	20	108	n/a	n/a	n/a	n/a
sub-5301	n/a	n/a	n/a	n/a	n/a	n/a
sub-5302	n/a	n/a	n/a	n/a	n/a	n/a
sub-5304	20	105	n/a	n/a	n/a	n/a
sub-5307	n/a	n/a	n/a	n/a	n/a	n/a
sub-5308	n/a	n/a	n/a	n/a	n/a	n/a
sub-5310	n/a	n/a	n/a	n/a	n/a	n/a
sub-5311	26	115	n/a	n/a	n/a	n/a
sub-5312	n/a	n/a	n/a	n/a	n/a	n/a
sub-5314	n/a	n/a	n/a	n/a	n/a	n/a
sub-5316	n/a	n/a	n/a	n/a	n/a	n/a
sub-5317	n/a	n/a	n/a	n/a	n/a	n/a
sub-5325	33	119	n/a	n/a	n/a	n/a
sub-5328	29	120	n/a	n/a	n/a	n/a
sub-5330	36	126	n/a	n/a	n/a	n/a
sub-5332	28	115	n/a	n/a	n/a	n/a
sub-5334	n/a	n/a	n/a	n/a	n/a	n/a
sub-5336	29	116	n/a	n/a	n/a	n/a
sub-5338	35	126	n/a	n/a	n/a	n/a
sub-5341	n/a	n/a	n/a	n/a	n/a	n/a
sub-5342	43	141	n/a	n/a	n/a	n/a
sub-5344	39	132	n/a	n/a	n/a	n/a
sub-5347	28	115	n/a	n/a	n/a	n/a
sub-5348	34	128	n/a	n/a	n/a	n/a
sub-5352	18	106	n/a	n/a	n/a	n/a
sub-5354	n/a	n/a	n/a	n/a	n/a	n/a
sub-5355	n/a	n/a	n/a	n/a	n/a	n/a
sub-5357	n/a	n/a	n/a	n/a	n/a	n/a
sub-5358	n/a	n/a	n/a	n/a	n/a	n/a
sub-5362	n/a	n/a	n/a	n/a	n/a	n/a
sub-5363	n/a	n/a	n/a	n/a	n/a	n/a
sub-5365	n/a	n/a	n/a	n/a	n/a	n/a
sub-5367	n/a	n/a	n/a	n/a	n/a	n/a
sub-5369	n/a	n/a	n/a	n/a	n/a	n/a
sub-5370	n/a	n/a	n/a	n/a	n/a	n/a
sub-5371	n/a	n/a	n/a	n/a	n/a	n/a
sub-5372	n/a	n/a	n/a	n/a	n/a	n/a
sub-5374	n/a	n/a	n/a	n/a	n/a	n/a
sub-5376	n/a	n/a	n/a	n/a	n/a	n/a
sub-5378	n/a	n/a	n/a	n/a	n/a	n/a
sub-5379	n/a	n/a	n/a	n/a	n/a	n/a
sub-5380	n/a	n/a	n/a	n/a	n/a	n/a
sub-5382	n/a	n/a	n/a	n/a	n/a	n/a
sub-5385	n/a	n/a	n/a	n/a	n/a	n/a
sub-5386	n/a	n/a	n/a	n/a	n/a	n/a
sub-5388	n/a	n/a	n/a	n/a	n/a	n/a
sub-5389	n/a	n/a	n/a	n/a	n/a	n/a
sub-5391	n/a	n/a	n/a	n/a	n/a	n/a
sub-5393	n/a	n/a	n/a	n/a	n/a	n/a
sub-5395	n/a	n/a	n/a	n/a	n/a	n/a
sub-5398	n/a	n/a	n/a	n/a	n/a	n/a
sub-5400	n/a	n/a	n/a	n/a	n/a	n/a
sub-5403	n/a	n/a	n/a	n/a	n/a	n/a
sub-5404	n/a	n/a	n/a	n/a	n/a	n/a
sub-5405	n/a	n/a	n/a	n/a	n/a	n/a
sub-5406	n/a	n/a	n/a	n/a	n/a	n/a
sub-5407	n/a	n/a	n/a	n/a	n/a	n/a
sub-5408	n/a	n/a	n/a	n/a	n/a	n/a
sub-5409	n/a	n/a	n/a	n/a	n/a	n/a
sub-5413	n/a	n/a	n/a	n/a	n/a	n/a
sub-5414	n/a	n/a	n/a	n/a	n/a	n/a
sub-5417	n/a	n/a	n/a	n/a	n/a	n/a
sub-5420	n/a	n/a	n/a	n/a	n/a	n/a
sub-5425	n/a	n/a	n/a	n/a	n/a	n/a
sub-5428	n/a	n/a	n/a	n/a	n/a	n/a
sub-5430	n/a	n/a	n/a	n/a	n/a	n/a
sub-5435	n/a	n/a	n/a	n/a	n/a	n/a
sub-5438	n/a	n/a	n/a	n/a	n/a	n/a
sub-5439	n/a	n/a	n/a	n/a	n/a	n/a
sub-5443	n/a	n/a	n/a	n/a	n/a	n/a
sub-5445	n/a	n/a	n/a	n/a	n/a	n/a
sub-5446	n/a	n/a	n/a	n/a	n/a	n/a
sub-5447	n/a	n/a	n/a	n/a	n/a	n/a
sub-5448	n/a	n/a	n/a	n/a	n/a	n/a
sub-5452	n/a	n/a	n/a	n/a	n/a	n/a
sub-5457	n/a	n/a	n/a	n/a	n/a	n/a
sub-5460	n/a	n/a	n/a	n/a	n/a	n/a
sub-5462	n/a	n/a	n/a	n/a	n/a	n/a
sub-5463	n/a	n/a	n/a	n/a	n/a	n/a
sub-5464	n/a	n/a	n/a	n/a	n/a	n/a
sub-5468	n/a	n/a	n/a	n/a	n/a	n/a
sub-5471	n/a	n/a	n/a	n/a	n/a	n/a
sub-5472	n/a	n/a	n/a	n/a	n/a	n/a
sub-5474	n/a	n/a	n/a	n/a	n/a	n/a
sub-5475	n/a	n/a	n/a	n/a	n/a	n/a
sub-5476	n/a	n/a	n/a	n/a	n/a	n/a
sub-5477	n/a	n/a	n/a	n/a	n/a	n/a
sub-5478	n/a	n/a	n/a	n/a	n/a	n/a
sub-5479	n/a	n/a	n/a	n/a	n/a	n/a
sub-5480	n/a	n/a	n/a	n/a	n/a	n/a
sub-5482	n/a	n/a	n/a	n/a	n/a	n/a
sub-5486	n/a	n/a	n/a	n/a	n/a	n/a
sub-5489	n/a	n/a	n/a	n/a	n/a	n/a
sub-5492	n/a	n/a	n/a	n/a	n/a	n/a
sub-5493	n/a	n/a	n/a	n/a	n/a	n/a
sub-5495	n/a	n/a	n/a	n/a	n/a	n/a
sub-5496	n/a	n/a	n/a	n/a	n/a	n/a
sub-5497	n/a	n/a	n/a	n/a	n/a	n/a
sub-5499	n/a	n/a	n/a	n/a	n/a	n/a
sub-5501	n/a	n/a	n/a	n/a	n/a	n/a
sub-5502	n/a	n/a	n/a	n/a	n/a	n/a
sub-5503	n/a	n/a	n/a	n/a	n/a	n/a
sub-5507	n/a	n/a	n/a	n/a	n/a	n/a
sub-5508	n/a	n/a	n/a	n/a	n/a	n/a
sub-5510	n/a	n/a	n/a	n/a	n/a	n/a
sub-5513	n/a	n/a	n/a	n/a	n/a	n/a
sub-5514	n/a	n/a	n/a	n/a	n/a	n/a
sub-5516	n/a	n/a	n/a	n/a	n/a	n/a
sub-5519	n/a	n/a	n/a	n/a	n/a	n/a
sub-5520	n/a	n/a	n/a	n/a	n/a	n/a
sub-5524	n/a	n/a	n/a	n/a	n/a	n/a
sub-5526	n/a	n/a	n/a	n/a	n/a	n/a
sub-5527	n/a	n/a	n/a	n/a	n/a	n/a
sub-5528	n/a	n/a	n/a	n/a	n/a	n/a
sub-5529	n/a	n/a	n/a	n/a	n/a	n/a
sub-5531	n/a	n/a	n/a	n/a	n/a	n/a
sub-5534	n/a	n/a	n/a	n/a	n/a	n/a
sub-5536	n/a	n/a	n/a	n/a	n/a	n/a
sub-5537	n/a	n/a	n/a	n/a	n/a	n/a
sub-5541	n/a	n/a	n/a	n/a	n/a	n/a
sub-5543	n/a	n/a	n/a	n/a	n/a	n/a
sub-5544	n/a	n/a	n/a	n/a	n/a	n/a
sub-5547	n/a	n/a	n/a	n/a	n/a	n/a
sub-5550	n/a	n/a	n/a	n/a	n/a	n/a
sub-5551	n/a	n/a	n/a	n/a	n/a	n/a
sub-5553	n/a	n/a	n/a	n/a	n/a	n/a
sub-5555	n/a	n/a	n/a	n/a	n/a	n/a
sub-5556	n/a	n/a	n/a	n/a	n/a	n/a
sub-5558	n/a	n/a	n/a	n/a	n/a	n/a
sub-5559	n/a	n/a	n/a	n/a	n/a	n/a
sub-5560	n/a	n/a	n/a	n/a	n/a	n/a
sub-5561	n/a	n/a	n/a	n/a	n/a	n/a
sub-5562	n/a	n/a	n/a	n/a	n/a	n/a
sub-5565	n/a	n/a	n/a	n/a	n/a	n/a
sub-5567	n/a	n/a	n/a	n/a	n/a	n/a
sub-5571	n/a	n/a	n/a	n/a	n/a	n/a
sub-5573	n/a	n/a	n/a	n/a	n/a	n/a
sub-5574	n/a	n/a	n/a	n/a	n/a	n/a
sub-5579	n/a	n/a	n/a	n/a	n/a	n/a
sub-5580	n/a	n/a	n/a	n/a	n/a	n/a
sub-5581	n/a	n/a	n/a	n/a	n/a	n/a
sub-5584	n/a	n/a	n/a	n/a	n/a	n/a
sub-5587	n/a	n/a	n/a	n/a	n/a	n/a
sub-5588	n/a	n/a	n/a	n/a	n/a	n/a
sub-5589	n/a	n/a	n/a	n/a	n/a	n/a
